 3200  1.0000E-01
   i   x             den           ener          pres          vel           cs
 1800  4.498750E+00  2.045186E+00  1.334052E+02  1.818924E+02  1.271652E+01  1.217489E+01
 1801  4.501250E+00  2.055784E+00  1.331068E+02  1.824258E+02  1.272966E+01  1.216127E+01
 1802  4.503750E+00  2.066452E+00  1.328092E+02  1.829626E+02  1.274281E+01  1.214767E+01
 1803  4.506250E+00  2.077191E+00  1.325126E+02  1.835026E+02  1.275598E+01  1.213409E+01
 1804  4.508750E+00  2.088002E+00  1.322168E+02  1.840459E+02  1.276917E+01  1.212054E+01
 1805  4.511250E+00  2.098886E+00  1.319219E+02  1.845926E+02  1.278237E+01  1.210702E+01
 1806  4.513750E+00  2.109842E+00  1.316279E+02  1.851427E+02  1.279560E+01  1.209352E+01
 1807  4.516250E+00  2.120873E+00  1.313347E+02  1.856962E+02  1.280884E+01  1.208004E+01
 1808  4.518750E+00  2.131977E+00  1.310425E+02  1.862530E+02  1.282209E+01  1.206660E+01
 1809  4.521250E+00  2.143157E+00  1.307511E+02  1.868134E+02  1.283536E+01  1.205317E+01
 1810  4.523750E+00  2.154412E+00  1.304605E+02  1.873772E+02  1.284866E+01  1.203977E+01
 1811  4.526250E+00  2.165744E+00  1.301709E+02  1.879445E+02  1.286196E+01  1.202640E+01
 1812  4.528750E+00  2.177152E+00  1.298820E+02  1.885153E+02  1.287529E+01  1.201305E+01
 1813  4.531250E+00  2.188637E+00  1.295941E+02  1.890896E+02  1.288863E+01  1.199973E+01
 1814  4.533750E+00  2.200201E+00  1.293070E+02  1.896676E+02  1.290199E+01  1.198643E+01
 1815  4.536250E+00  2.211844E+00  1.290207E+02  1.902491E+02  1.291537E+01  1.197315E+01
 1816  4.538750E+00  2.223565E+00  1.287353E+02  1.908342E+02  1.292876E+01  1.195990E+01
 1817  4.541250E+00  2.235367E+00  1.284507E+02  1.914230E+02  1.294217E+01  1.194667E+01
 1818  4.543750E+00  2.247250E+00  1.281670E+02  1.920155E+02  1.295560E+01  1.193347E+01
 1819  4.546250E+00  2.259214E+00  1.278840E+02  1.926117E+02  1.296904E+01  1.192029E+01
 1820  4.548750E+00  2.271261E+00  1.276020E+02  1.932116E+02  1.298251E+01  1.190714E+01
 1821  4.551250E+00  2.283390E+00  1.273207E+02  1.938152E+02  1.299599E+01  1.189401E+01
 1822  4.553750E+00  2.295603E+00  1.270403E+02  1.944227E+02  1.300948E+01  1.188090E+01
 1823  4.556250E+00  2.307900E+00  1.267607E+02  1.950339E+02  1.302299E+01  1.186782E+01
 1824  4.558750E+00  2.320282E+00  1.264819E+02  1.956490E+02  1.303652E+01  1.185476E+01
 1825  4.561250E+00  2.332749E+00  1.262039E+02  1.962680E+02  1.305007E+01  1.184173E+01
 1826  4.563750E+00  2.345303E+00  1.259267E+02  1.968908E+02  1.306363E+01  1.182872E+01
 1827  4.566250E+00  2.357944E+00  1.256503E+02  1.975176E+02  1.307722E+01  1.181573E+01
 1828  4.568750E+00  2.370673E+00  1.253747E+02  1.981484E+02  1.309081E+01  1.180277E+01
 1829  4.571250E+00  2.383491E+00  1.251000E+02  1.987831E+02  1.310443E+01  1.178982E+01
 1830  4.573750E+00  2.396398E+00  1.248260E+02  1.994218E+02  1.311806E+01  1.177691E+01
 1831  4.576250E+00  2.409395E+00  1.245528E+02  2.000646E+02  1.313171E+01  1.176401E+01
 1832  4.578750E+00  2.422484E+00  1.242804E+02  2.007115E+02  1.314537E+01  1.175114E+01
 1833  4.581250E+00  2.435664E+00  1.240088E+02  2.013624E+02  1.315905E+01  1.173829E+01
 1834  4.583750E+00  2.448936E+00  1.237379E+02  2.020175E+02  1.317275E+01  1.172547E+01
 1835  4.586250E+00  2.462302E+00  1.234679E+02  2.026768E+02  1.318647E+01  1.171267E+01
 1836  4.588750E+00  2.475762E+00  1.231986E+02  2.033402E+02  1.320020E+01  1.169989E+01
 1837  4.591250E+00  2.489316E+00  1.229301E+02  2.040079E+02  1.321395E+01  1.168713E+01
 1838  4.593750E+00  2.502967E+00  1.226623E+02  2.046799E+02  1.322771E+01  1.167439E+01
 1839  4.596250E+00  2.516714E+00  1.223954E+02  2.053561E+02  1.324149E+01  1.166168E+01
 1840  4.598750E+00  2.530559E+00  1.221291E+02  2.060366E+02  1.325529E+01  1.164899E+01
 1841  4.601250E+00  2.544501E+00  1.218637E+02  2.067215E+02  1.326911E+01  1.163633E+01
 1842  4.603750E+00  2.558543E+00  1.215990E+02  2.074108E+02  1.328294E+01  1.162368E+01
 1843  4.606250E+00  2.572685E+00  1.213350E+02  2.081046E+02  1.329679E+01  1.161106E+01
 1844  4.608750E+00  2.586928E+00  1.210718E+02  2.088027E+02  1.331065E+01  1.159846E+01
 1845  4.611250E+00  2.601273E+00  1.208094E+02  2.095054E+02  1.332453E+01  1.158588E+01
 1846  4.613750E+00  2.615720E+00  1.205476E+02  2.102126E+02  1.333843E+01  1.157332E+01
 1847  4.616250E+00  2.630271E+00  1.202867E+02  2.109243E+02  1.335234E+01  1.156079E+01
 1848  4.618750E+00  2.644926E+00  1.200264E+02  2.116406E+02  1.336628E+01  1.154828E+01
 1849  4.621250E+00  2.659686E+00  1.197669E+02  2.123616E+02  1.338022E+01  1.153578E+01
 1850  4.623750E+00  2.674553E+00  1.195081E+02  2.130872E+02  1.339418E+01  1.152332E+01
 1851  4.626250E+00  2.689527E+00  1.192501E+02  2.138175E+02  1.340816E+01  1.151087E+01
 1852  4.628750E+00  2.704609E+00  1.189927E+02  2.145525E+02  1.342216E+01  1.149844E+01
 1853  4.631250E+00  2.719800E+00  1.187361E+02  2.152923E+02  1.343617E+01  1.148604E+01
 1854  4.633750E+00  2.735102E+00  1.184802E+02  2.160369E+02  1.345020E+01  1.147365E+01
 1855  4.636250E+00  2.750514E+00  1.182250E+02  2.167864E+02  1.346424E+01  1.146129E+01
 1856  4.638750E+00  2.766038E+00  1.179706E+02  2.175407E+02  1.347830E+01  1.144895E+01
 1857  4.641250E+00  2.781676E+00  1.177168E+02  2.183000E+02  1.349238E+01  1.143663E+01
 1858  4.643750E+00  2.797427E+00  1.174637E+02  2.190641E+02  1.350647E+01  1.142433E+01
 1859  4.646250E+00  2.813294E+00  1.172114E+02  2.198333E+02  1.352058E+01  1.141205E+01
 1860  4.648750E+00  2.829276E+00  1.169597E+02  2.206075E+02  1.353471E+01  1.139979E+01
 1861  4.651250E+00  2.845376E+00  1.167087E+02  2.213868E+02  1.354885E+01  1.138755E+01
 1862  4.653750E+00  2.861594E+00  1.164584E+02  2.221712E+02  1.356300E+01  1.137534E+01
 1863  4.656250E+00  2.877931E+00  1.162089E+02  2.229607E+02  1.357718E+01  1.136314E+01
 1864  4.658750E+00  2.894389E+00  1.159600E+02  2.237555E+02  1.359137E+01  1.135096E+01
 1865  4.661250E+00  2.910967E+00  1.157117E+02  2.245554E+02  1.360557E+01  1.133881E+01
 1866  4.663750E+00  2.927669E+00  1.154642E+02  2.253606E+02  1.361979E+01  1.132667E+01
 1867  4.666250E+00  2.944494E+00  1.152173E+02  2.261711E+02  1.363403E+01  1.131456E+01
 1868  4.668750E+00  2.961443E+00  1.149711E+02  2.269870E+02  1.364828E+01  1.130246E+01
 1869  4.671250E+00  2.978518E+00  1.147256E+02  2.278082E+02  1.366255E+01  1.129039E+01
 1870  4.673750E+00  2.995721E+00  1.144808E+02  2.286349E+02  1.367683E+01  1.127834E+01
 1871  4.676250E+00  3.013051E+00  1.142366E+02  2.294671E+02  1.369113E+01  1.126630E+01
 1872  4.678750E+00  3.030510E+00  1.139931E+02  2.303048E+02  1.370544E+01  1.125429E+01
 1873  4.681250E+00  3.048100E+00  1.137502E+02  2.311480E+02  1.371977E+01  1.124229E+01
 1874  4.683750E+00  3.065822E+00  1.135080E+02  2.319969E+02  1.373412E+01  1.123032E+01
 1875  4.686250E+00  3.083676E+00  1.132664E+02  2.328514E+02  1.374848E+01  1.121836E+01
 1876  4.688750E+00  3.101665E+00  1.130255E+02  2.337115E+02  1.376286E+01  1.120642E+01
 1877  4.691250E+00  3.119788E+00  1.127853E+02  2.345775E+02  1.377725E+01  1.119451E+01
 1878  4.693750E+00  3.138049E+00  1.125457E+02  2.354492E+02  1.379166E+01  1.118261E+01
 1879  4.696250E+00  3.156446E+00  1.123067E+02  2.363267E+02  1.380608E+01  1.117073E+01
 1880  4.698750E+00  3.174983E+00  1.120684E+02  2.372101E+02  1.382052E+01  1.115887E+01
 1881  4.701250E+00  3.193660E+00  1.118307E+02  2.380994E+02  1.383497E+01  1.114703E+01
 1882  4.703750E+00  3.212479E+00  1.115936E+02  2.389947E+02  1.384944E+01  1.113521E+01
 1883  4.706250E+00  3.231440E+00  1.113572E+02  2.398960E+02  1.386392E+01  1.112341E+01
 1884  4.708750E+00  3.250546E+00  1.111214E+02  2.408034E+02  1.387842E+01  1.111162E+01
 1885  4.711250E+00  3.269797E+00  1.108862E+02  2.417169E+02  1.389294E+01  1.109986E+01
 1886  4.713750E+00  3.289195E+00  1.106516E+02  2.426365E+02  1.390747E+01  1.108811E+01
 1887  4.716250E+00  3.308741E+00  1.104177E+02  2.435623E+02  1.392201E+01  1.107638E+01
 1888  4.718750E+00  3.328437E+00  1.101843E+02  2.444945E+02  1.393657E+01  1.106468E+01
 1889  4.721250E+00  3.348284E+00  1.099516E+02  2.454329E+02  1.395115E+01  1.105299E+01
 1890  4.723750E+00  3.368283E+00  1.097195E+02  2.463776E+02  1.396574E+01  1.104131E+01
 1891  4.726250E+00  3.388436E+00  1.094880E+02  2.473288E+02  1.398034E+01  1.102966E+01
 1892  4.728750E+00  3.408744E+00  1.092572E+02  2.482865E+02  1.399496E+01  1.101802E+01
 1893  4.731250E+00  3.429209E+00  1.090269E+02  2.492506E+02  1.400959E+01  1.100641E+01
 1894  4.733750E+00  3.449832E+00  1.087972E+02  2.502213E+02  1.402424E+01  1.099481E+01
 1895  4.736250E+00  3.470614E+00  1.085681E+02  2.511987E+02  1.403891E+01  1.098322E+01
 1896  4.738750E+00  3.491558E+00  1.083396E+02  2.521827E+02  1.405359E+01  1.097166E+01
 1897  4.741250E+00  3.512664E+00  1.081117E+02  2.531734E+02  1.406828E+01  1.096012E+01
 1898  4.743750E+00  3.533934E+00  1.078844E+02  2.541709E+02  1.408299E+01  1.094859E+01
 1899  4.746250E+00  3.555370E+00  1.076577E+02  2.551753E+02  1.409771E+01  1.093708E+01
 1900  4.748750E+00  3.576973E+00  1.074315E+02  2.561865E+02  1.411245E+01  1.092558E+01
 1901  4.751250E+00  3.598746E+00  1.072060E+02  2.572047E+02  1.412720E+01  1.091411E+01
 1902  4.753750E+00  3.620688E+00  1.069810E+02  2.582299E+02  1.414196E+01  1.090265E+01
 1903  4.756250E+00  3.642803E+00  1.067566E+02  2.592621E+02  1.415674E+01  1.089121E+01
 1904  4.758750E+00  3.665091E+00  1.065327E+02  2.603015E+02  1.417154E+01  1.087978E+01
 1905  4.761250E+00  3.687554E+00  1.063095E+02  2.613480E+02  1.418635E+01  1.086838E+01
 1906  4.763750E+00  3.710195E+00  1.060868E+02  2.624018E+02  1.420117E+01  1.085699E+01
 1907  4.766250E+00  3.733014E+00  1.058647E+02  2.634629E+02  1.421601E+01  1.084562E+01
 1908  4.768750E+00  3.756014E+00  1.056431E+02  2.645313E+02  1.423086E+01  1.083426E+01
 1909  4.771250E+00  3.779196E+00  1.054221E+02  2.656071E+02  1.424572E+01  1.082292E+01
 1910  4.773750E+00  3.802561E+00  1.052016E+02  2.666904E+02  1.426060E+01  1.081160E+01
 1911  4.776250E+00  3.826112E+00  1.049817E+02  2.677813E+02  1.427550E+01  1.080030E+01
 1912  4.778750E+00  3.849851E+00  1.047624E+02  2.688797E+02  1.429041E+01  1.078901E+01
 1913  4.781250E+00  3.873778E+00  1.045436E+02  2.699858E+02  1.430533E+01  1.077773E+01
 1914  4.783750E+00  3.897897E+00  1.043254E+02  2.710997E+02  1.432026E+01  1.076648E+01
 1915  4.786250E+00  3.922209E+00  1.041077E+02  2.722213E+02  1.433521E+01  1.075524E+01
 1916  4.788750E+00  3.946715E+00  1.038905E+02  2.733508E+02  1.435018E+01  1.074402E+01
 1917  4.791250E+00  3.971418E+00  1.036739E+02  2.744882E+02  1.436516E+01  1.073281E+01
 1918  4.793750E+00  3.996319E+00  1.034578E+02  2.756336E+02  1.438015E+01  1.072162E+01
 1919  4.796250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1920  4.798750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1921  4.801250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1922  4.803750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1923  4.806250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1924  4.808750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1925  4.811250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1926  4.813750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1927  4.816250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1928  4.818750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1929  4.821250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1930  4.823750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1931  4.826250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1932  4.828750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1933  4.831250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1934  4.833750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1935  4.836250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1936  4.838750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1937  4.841250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1938  4.843750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1939  4.846250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1940  4.848750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1941  4.851250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1942  4.853750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1943  4.856250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1944  4.858750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1945  4.861250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1946  4.863750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1947  4.866250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1948  4.868750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1949  4.871250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1950  4.873750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1951  4.876250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1952  4.878750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1953  4.881250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1954  4.883750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1955  4.886250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1956  4.888750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1957  4.891250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1958  4.893750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1959  4.896250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1960  4.898750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1961  4.901250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1962  4.903750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1963  4.906250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1964  4.908750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1965  4.911250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1966  4.913750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1967  4.916250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1968  4.918750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1969  4.921250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1970  4.923750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1971  4.926250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1972  4.928750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1973  4.931250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1974  4.933750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1975  4.936250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1976  4.938750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1977  4.941250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1978  4.943750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1979  4.946250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1980  4.948750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1981  4.951250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1982  4.953750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1983  4.956250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1984  4.958750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1985  4.961250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1986  4.963750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1987  4.966250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1988  4.968750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1989  4.971250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1990  4.973750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1991  4.976250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1992  4.978750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1993  4.981250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1994  4.983750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1995  4.986250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1996  4.988750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1997  4.991250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1998  4.993750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 1999  4.996250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2000  4.998750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2001  5.001250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2002  5.003750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2003  5.006250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2004  5.008750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2005  5.011250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2006  5.013750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2007  5.016250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2008  5.018750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2009  5.021250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2010  5.023750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2011  5.026250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2012  5.028750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2013  5.031250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2014  5.033750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2015  5.036250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2016  5.038750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2017  5.041250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2018  5.043750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2019  5.046250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2020  5.048750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2021  5.051250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2022  5.053750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2023  5.056250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2024  5.058750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2025  5.061250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2026  5.063750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2027  5.066250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2028  5.068750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2029  5.071250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2030  5.073750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2031  5.076250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2032  5.078750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2033  5.081250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2034  5.083750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2035  5.086250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2036  5.088750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2037  5.091250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2038  5.093750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2039  5.096250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2040  5.098750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2041  5.101250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2042  5.103750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2043  5.106250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2044  5.108750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2045  5.111250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2046  5.113750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2047  5.116250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2048  5.118750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2049  5.121250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2050  5.123750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2051  5.126250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2052  5.128750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2053  5.131250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2054  5.133750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2055  5.136250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2056  5.138750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2057  5.141250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2058  5.143750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2059  5.146250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2060  5.148750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2061  5.151250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2062  5.153750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2063  5.156250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2064  5.158750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2065  5.161250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2066  5.163750E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
 2067  5.166250E+00  1.000000E+00  5.208333E-09  1.000000E-05  0.000000E+00  4.082483E-03
