 3200  1.0000E-01
   i   x             den           ener          pres          vel           cs
  546  1.363750E+00  4.791467E-03  2.644529E+04  8.447450E+01  3.273265E+00  1.714166E+02
  547  1.366250E+00  4.831135E-03  2.622824E+04  8.447480E+01  3.279269E+00  1.707117E+02
  548  1.368750E+00  4.871059E-03  2.601337E+04  8.447510E+01  3.285273E+00  1.700110E+02
  549  1.371250E+00  4.911239E-03  2.580064E+04  8.447541E+01  3.291276E+00  1.693144E+02
  550  1.373750E+00  4.951677E-03  2.559003E+04  8.447571E+01  3.297280E+00  1.686220E+02
  551  1.376250E+00  4.992373E-03  2.538153E+04  8.447603E+01  3.303284E+00  1.679336E+02
  552  1.378750E+00  5.033329E-03  2.517509E+04  8.447634E+01  3.309288E+00  1.672493E+02
  553  1.381250E+00  5.074546E-03  2.497070E+04  8.447666E+01  3.315292E+00  1.665690E+02
  554  1.383750E+00  5.116025E-03  2.476834E+04  8.447698E+01  3.321296E+00  1.658927E+02
  555  1.386250E+00  5.157768E-03  2.456798E+04  8.447730E+01  3.327300E+00  1.652203E+02
  556  1.388750E+00  5.199776E-03  2.436960E+04  8.447763E+01  3.333304E+00  1.645519E+02
  557  1.391250E+00  5.242049E-03  2.417317E+04  8.447796E+01  3.339308E+00  1.638874E+02
  558  1.393750E+00  5.284590E-03  2.397867E+04  8.447830E+01  3.345312E+00  1.632267E+02
  559  1.396250E+00  5.327399E-03  2.378608E+04  8.447864E+01  3.351316E+00  1.625699E+02
  560  1.398750E+00  5.370477E-03  2.359538E+04  8.447898E+01  3.357321E+00  1.619169E+02
  561  1.401250E+00  5.413826E-03  2.340655E+04  8.447932E+01  3.363325E+00  1.612677E+02
  562  1.403750E+00  5.457447E-03  2.321956E+04  8.447967E+01  3.369329E+00  1.606223E+02
  563  1.406250E+00  5.501341E-03  2.303439E+04  8.448002E+01  3.375334E+00  1.599805E+02
  564  1.408750E+00  5.545510E-03  2.285102E+04  8.448037E+01  3.381338E+00  1.593425E+02
  565  1.411250E+00  5.589954E-03  2.266944E+04  8.448073E+01  3.387343E+00  1.587081E+02
  566  1.413750E+00  5.634674E-03  2.248961E+04  8.448109E+01  3.393347E+00  1.580774E+02
  567  1.416250E+00  5.679673E-03  2.231153E+04  8.448146E+01  3.399352E+00  1.574503E+02
  568  1.418750E+00  5.724952E-03  2.213516E+04  8.448183E+01  3.405357E+00  1.568267E+02
  569  1.421250E+00  5.770510E-03  2.196050E+04  8.448220E+01  3.411361E+00  1.562068E+02
  570  1.423750E+00  5.816351E-03  2.178752E+04  8.448258E+01  3.417366E+00  1.555903E+02
  571  1.426250E+00  5.862474E-03  2.161620E+04  8.448296E+01  3.423371E+00  1.549774E+02
  572  1.428750E+00  5.908882E-03  2.144653E+04  8.448334E+01  3.429376E+00  1.543680E+02
  573  1.431250E+00  5.955576E-03  2.127848E+04  8.448373E+01  3.435381E+00  1.537620E+02
  574  1.433750E+00  6.002556E-03  2.111204E+04  8.448412E+01  3.441386E+00  1.531594E+02
  575  1.436250E+00  6.049824E-03  2.094718E+04  8.448451E+01  3.447391E+00  1.525603E+02
  576  1.438750E+00  6.097382E-03  2.078390E+04  8.448491E+01  3.453396E+00  1.519645E+02
  577  1.441250E+00  6.145230E-03  2.062217E+04  8.448531E+01  3.459401E+00  1.513721E+02
  578  1.443750E+00  6.193370E-03  2.046197E+04  8.448572E+01  3.465407E+00  1.507830E+02
  579  1.446250E+00  6.241804E-03  2.030330E+04  8.448613E+01  3.471412E+00  1.501973E+02
  580  1.448750E+00  6.290531E-03  2.014612E+04  8.448654E+01  3.477417E+00  1.496148E+02
  581  1.451250E+00  6.339555E-03  1.999043E+04  8.448696E+01  3.483423E+00  1.490355E+02
  582  1.453750E+00  6.388875E-03  1.983621E+04  8.448738E+01  3.489428E+00  1.484595E+02
  583  1.456250E+00  6.438494E-03  1.968344E+04  8.448780E+01  3.495434E+00  1.478867E+02
  584  1.458750E+00  6.488412E-03  1.953211E+04  8.448823E+01  3.501439E+00  1.473171E+02
  585  1.461250E+00  6.538631E-03  1.938219E+04  8.448867E+01  3.507445E+00  1.467507E+02
  586  1.463750E+00  6.589152E-03  1.923368E+04  8.448911E+01  3.513451E+00  1.461874E+02
  587  1.466250E+00  6.639977E-03  1.908656E+04  8.448955E+01  3.519457E+00  1.456272E+02
  588  1.468750E+00  6.691107E-03  1.894081E+04  8.448999E+01  3.525462E+00  1.450701E+02
  589  1.471250E+00  6.742542E-03  1.879642E+04  8.449044E+01  3.531468E+00  1.445161E+02
  590  1.473750E+00  6.794286E-03  1.865337E+04  8.449090E+01  3.537474E+00  1.439652E+02
  591  1.476250E+00  6.846337E-03  1.851166E+04  8.449136E+01  3.543480E+00  1.434172E+02
  592  1.478750E+00  6.898699E-03  1.837125E+04  8.449182E+01  3.549487E+00  1.428723E+02
  593  1.481250E+00  6.951373E-03  1.823215E+04  8.449229E+01  3.555493E+00  1.423304E+02
  594  1.483750E+00  7.004359E-03  1.809433E+04  8.449276E+01  3.561499E+00  1.417914E+02
  595  1.486250E+00  7.057659E-03  1.795778E+04  8.449324E+01  3.567505E+00  1.412554E+02
  596  1.488750E+00  7.111274E-03  1.782249E+04  8.449372E+01  3.573512E+00  1.407223E+02
  597  1.491250E+00  7.165206E-03  1.768844E+04  8.449420E+01  3.579518E+00  1.401921E+02
  598  1.493750E+00  7.219456E-03  1.755562E+04  8.449469E+01  3.585525E+00  1.396648E+02
  599  1.496250E+00  7.274026E-03  1.742402E+04  8.449519E+01  3.591532E+00  1.391403E+02
  600  1.498750E+00  7.328916E-03  1.729363E+04  8.449569E+01  3.597538E+00  1.386187E+02
  601  1.501250E+00  7.384128E-03  1.716442E+04  8.449619E+01  3.603545E+00  1.380999E+02
  602  1.503750E+00  7.439664E-03  1.703639E+04  8.449670E+01  3.609552E+00  1.375839E+02
  603  1.506250E+00  7.495525E-03  1.690953E+04  8.449721E+01  3.615559E+00  1.370707E+02
  604  1.508750E+00  7.551712E-03  1.678382E+04  8.449773E+01  3.621566E+00  1.365602E+02
  605  1.511250E+00  7.608226E-03  1.665925E+04  8.449825E+01  3.627573E+00  1.360525E+02
  606  1.513750E+00  7.665070E-03  1.653581E+04  8.449878E+01  3.633580E+00  1.355475E+02
  607  1.516250E+00  7.722243E-03  1.641349E+04  8.449931E+01  3.639587E+00  1.350452E+02
  608  1.518750E+00  7.779749E-03  1.629227E+04  8.449984E+01  3.645594E+00  1.345456E+02
  609  1.521250E+00  7.837587E-03  1.617214E+04  8.450039E+01  3.651602E+00  1.340487E+02
  610  1.523750E+00  7.895760E-03  1.605310E+04  8.450093E+01  3.657609E+00  1.335544E+02
  611  1.526250E+00  7.954269E-03  1.593512E+04  8.450148E+01  3.663617E+00  1.330627E+02
  612  1.528750E+00  8.013115E-03  1.581820E+04  8.450204E+01  3.669624E+00  1.325737E+02
  613  1.531250E+00  8.072299E-03  1.570233E+04  8.450260E+01  3.675632E+00  1.320872E+02
  614  1.533750E+00  8.131824E-03  1.558749E+04  8.450317E+01  3.681640E+00  1.316033E+02
  615  1.536250E+00  8.191690E-03  1.547368E+04  8.450374E+01  3.687648E+00  1.311220E+02
  616  1.538750E+00  8.251899E-03  1.536089E+04  8.450431E+01  3.693656E+00  1.306432E+02
  617  1.541250E+00  8.312452E-03  1.524909E+04  8.450490E+01  3.699664E+00  1.301670E+02
  618  1.543750E+00  8.373350E-03  1.513829E+04  8.450548E+01  3.705672E+00  1.296932E+02
  619  1.546250E+00  8.434596E-03  1.502847E+04  8.450608E+01  3.711680E+00  1.292219E+02
  620  1.548750E+00  8.496190E-03  1.491963E+04  8.450667E+01  3.717688E+00  1.287531E+02
  621  1.551250E+00  8.558135E-03  1.481175E+04  8.450728E+01  3.723697E+00  1.282868E+02
  622  1.553750E+00  8.620430E-03  1.470481E+04  8.450788E+01  3.729705E+00  1.278229E+02
  623  1.556250E+00  8.683079E-03  1.459883E+04  8.450850E+01  3.735714E+00  1.273614E+02
  624  1.558750E+00  8.746081E-03  1.449377E+04  8.450912E+01  3.741722E+00  1.269023E+02
  625  1.561250E+00  8.809439E-03  1.438963E+04  8.450974E+01  3.747731E+00  1.264456E+02
  626  1.563750E+00  8.873155E-03  1.428641E+04  8.451037E+01  3.753740E+00  1.259912E+02
  627  1.566250E+00  8.937229E-03  1.418410E+04  8.451101E+01  3.759749E+00  1.255393E+02
  628  1.568750E+00  9.001663E-03  1.408267E+04  8.451165E+01  3.765758E+00  1.250896E+02
  629  1.571250E+00  9.066458E-03  1.398214E+04  8.451230E+01  3.771767E+00  1.246423E+02
  630  1.573750E+00  9.131616E-03  1.388247E+04  8.451295E+01  3.777776E+00  1.241973E+02
  631  1.576250E+00  9.197139E-03  1.378368E+04  8.451361E+01  3.783786E+00  1.237546E+02
  632  1.578750E+00  9.263028E-03  1.368574E+04  8.451427E+01  3.789795E+00  1.233142E+02
  633  1.581250E+00  9.329284E-03  1.358865E+04  8.451494E+01  3.795804E+00  1.228760E+02
  634  1.583750E+00  9.395908E-03  1.349241E+04  8.451562E+01  3.801814E+00  1.224400E+02
  635  1.586250E+00  9.462903E-03  1.339699E+04  8.451630E+01  3.807824E+00  1.220063E+02
  636  1.588750E+00  9.530270E-03  1.330240E+04  8.451699E+01  3.813834E+00  1.215749E+02
  637  1.591250E+00  9.598010E-03  1.320863E+04  8.451768E+01  3.819843E+00  1.211456E+02
  638  1.593750E+00  9.666125E-03  1.311566E+04  8.451838E+01  3.825853E+00  1.207185E+02
  639  1.596250E+00  9.734615E-03  1.302349E+04  8.451909E+01  3.831863E+00  1.202936E+02
  640  1.598750E+00  9.803484E-03  1.293211E+04  8.451980E+01  3.837874E+00  1.198708E+02
  641  1.601250E+00  9.872732E-03  1.284151E+04  8.452052E+01  3.843884E+00  1.194502E+02
  642  1.603750E+00  9.942360E-03  1.275169E+04  8.452124E+01  3.849894E+00  1.190317E+02
  643  1.606250E+00  1.001237E-02  1.266263E+04  8.452197E+01  3.855905E+00  1.186153E+02
  644  1.608750E+00  1.008277E-02  1.257433E+04  8.452271E+01  3.861916E+00  1.182010E+02
  645  1.611250E+00  1.015355E-02  1.248679E+04  8.452345E+01  3.867926E+00  1.177888E+02
  646  1.613750E+00  1.022471E-02  1.239999E+04  8.452420E+01  3.873937E+00  1.173787E+02
  647  1.616250E+00  1.029627E-02  1.231392E+04  8.452496E+01  3.879948E+00  1.169707E+02
  648  1.618750E+00  1.036821E-02  1.222859E+04  8.452572E+01  3.885959E+00  1.165647E+02
  649  1.621250E+00  1.044055E-02  1.214397E+04  8.452649E+01  3.891970E+00  1.161607E+02
  650  1.623750E+00  1.051328E-02  1.206007E+04  8.452726E+01  3.897982E+00  1.157587E+02
  651  1.626250E+00  1.058640E-02  1.197688E+04  8.452805E+01  3.903993E+00  1.153588E+02
  652  1.628750E+00  1.065992E-02  1.189439E+04  8.452884E+01  3.910004E+00  1.149608E+02
  653  1.631250E+00  1.073384E-02  1.181259E+04  8.452963E+01  3.916016E+00  1.145648E+02
  654  1.633750E+00  1.080815E-02  1.173148E+04  8.453043E+01  3.922028E+00  1.141708E+02
  655  1.636250E+00  1.088287E-02  1.165105E+04  8.453124E+01  3.928040E+00  1.137788E+02
  656  1.638750E+00  1.095799E-02  1.157129E+04  8.453206E+01  3.934052E+00  1.133887E+02
  657  1.641250E+00  1.103351E-02  1.149220E+04  8.453288E+01  3.940064E+00  1.130005E+02
  658  1.643750E+00  1.110944E-02  1.141377E+04  8.453371E+01  3.946076E+00  1.126142E+02
  659  1.646250E+00  1.118577E-02  1.133599E+04  8.453455E+01  3.952088E+00  1.122299E+02
  660  1.648750E+00  1.126252E-02  1.125886E+04  8.453539E+01  3.958101E+00  1.118474E+02
  661  1.651250E+00  1.133967E-02  1.118237E+04  8.453624E+01  3.964113E+00  1.114668E+02
  662  1.653750E+00  1.141723E-02  1.110651E+04  8.453710E+01  3.970126E+00  1.110881E+02
  663  1.656250E+00  1.149521E-02  1.103128E+04  8.453796E+01  3.976139E+00  1.107113E+02
  664  1.658750E+00  1.157360E-02  1.095668E+04  8.453884E+01  3.982152E+00  1.103362E+02
  665  1.661250E+00  1.165241E-02  1.088269E+04  8.453972E+01  3.988165E+00  1.099631E+02
  666  1.663750E+00  1.173164E-02  1.080931E+04  8.454060E+01  3.994178E+00  1.095917E+02
  667  1.666250E+00  1.181129E-02  1.073653E+04  8.454150E+01  4.000191E+00  1.092222E+02
  668  1.668750E+00  1.189136E-02  1.066435E+04  8.454240E+01  4.006205E+00  1.088544E+02
  669  1.671250E+00  1.197185E-02  1.059277E+04  8.454331E+01  4.012218E+00  1.084884E+02
  670  1.673750E+00  1.205276E-02  1.052177E+04  8.454423E+01  4.018232E+00  1.081242E+02
  671  1.676250E+00  1.213410E-02  1.045135E+04  8.454515E+01  4.024246E+00  1.077618E+02
  672  1.678750E+00  1.221587E-02  1.038150E+04  8.454608E+01  4.030260E+00  1.074011E+02
  673  1.681250E+00  1.229807E-02  1.031223E+04  8.454702E+01  4.036274E+00  1.070422E+02
  674  1.683750E+00  1.238070E-02  1.024352E+04  8.454797E+01  4.042289E+00  1.066850E+02
  675  1.686250E+00  1.246376E-02  1.017537E+04  8.454892E+01  4.048303E+00  1.063295E+02
  676  1.688750E+00  1.254726E-02  1.010777E+04  8.454989E+01  4.054318E+00  1.059758E+02
  677  1.691250E+00  1.263119E-02  1.004073E+04  8.455086E+01  4.060332E+00  1.056237E+02
  678  1.693750E+00  1.271556E-02  9.974220E+03  8.455184E+01  4.066347E+00  1.052733E+02
  679  1.696250E+00  1.280036E-02  9.908252E+03  8.455282E+01  4.072362E+00  1.049246E+02
  680  1.698750E+00  1.288561E-02  9.842817E+03  8.455382E+01  4.078377E+00  1.045775E+02
  681  1.701250E+00  1.297130E-02  9.777909E+03  8.455482E+01  4.084392E+00  1.042322E+02
  682  1.703750E+00  1.305744E-02  9.713524E+03  8.455583E+01  4.090408E+00  1.038884E+02
  683  1.706250E+00  1.314402E-02  9.649656E+03  8.455685E+01  4.096423E+00  1.035463E+02
  684  1.708750E+00  1.323105E-02  9.586301E+03  8.455788E+01  4.102439E+00  1.032058E+02
  685  1.711250E+00  1.331853E-02  9.523454E+03  8.455891E+01  4.108455E+00  1.028670E+02
  686  1.713750E+00  1.340646E-02  9.461109E+03  8.455996E+01  4.114471E+00  1.025297E+02
  687  1.716250E+00  1.349484E-02  9.399263E+03  8.456101E+01  4.120487E+00  1.021941E+02
  688  1.718750E+00  1.358367E-02  9.337911E+03  8.456207E+01  4.126504E+00  1.018600E+02
  689  1.721250E+00  1.367296E-02  9.277047E+03  8.456314E+01  4.132520E+00  1.015275E+02
  690  1.723750E+00  1.376271E-02  9.216668E+03  8.456422E+01  4.138537E+00  1.011966E+02
  691  1.726250E+00  1.385292E-02  9.156768E+03  8.456531E+01  4.144553E+00  1.008672E+02
  692  1.728750E+00  1.394359E-02  9.097344E+03  8.456640E+01  4.150570E+00  1.005393E+02
  693  1.731250E+00  1.403472E-02  9.038391E+03  8.456751E+01  4.156588E+00  1.002131E+02
  694  1.733750E+00  1.412631E-02  8.979904E+03  8.456862E+01  4.162605E+00  9.988829E+01
  695  1.736250E+00  1.421837E-02  8.921879E+03  8.456974E+01  4.168622E+00  9.956505E+01
  696  1.738750E+00  1.431090E-02  8.864312E+03  8.457087E+01  4.174640E+00  9.924331E+01
  697  1.741250E+00  1.440390E-02  8.807198E+03  8.457201E+01  4.180658E+00  9.892308E+01
  698  1.743750E+00  1.449737E-02  8.750533E+03  8.457316E+01  4.186676E+00  9.860433E+01
  699  1.746250E+00  1.459132E-02  8.694314E+03  8.457432E+01  4.192694E+00  9.828707E+01
  700  1.748750E+00  1.468573E-02  8.638536E+03  8.457549E+01  4.198712E+00  9.797129E+01
  701  1.751250E+00  1.478063E-02  8.583194E+03  8.457667E+01  4.204730E+00  9.765696E+01
  702  1.753750E+00  1.487600E-02  8.528285E+03  8.457785E+01  4.210749E+00  9.734409E+01
  703  1.756250E+00  1.497185E-02  8.473806E+03  8.457905E+01  4.216768E+00  9.703267E+01
  704  1.758750E+00  1.506819E-02  8.419751E+03  8.458025E+01  4.222787E+00  9.672269E+01
  705  1.761250E+00  1.516500E-02  8.366117E+03  8.458147E+01  4.228806E+00  9.641413E+01
  706  1.763750E+00  1.526231E-02  8.312900E+03  8.458269E+01  4.234825E+00  9.610700E+01
  707  1.766250E+00  1.536010E-02  8.260097E+03  8.458392E+01  4.240845E+00  9.580128E+01
  708  1.768750E+00  1.545838E-02  8.207703E+03  8.458517E+01  4.246864E+00  9.549696E+01
  709  1.771250E+00  1.555714E-02  8.155714E+03  8.458642E+01  4.252884E+00  9.519404E+01
  710  1.773750E+00  1.565641E-02  8.104128E+03  8.458768E+01  4.258904E+00  9.489250E+01
  711  1.776250E+00  1.575616E-02  8.052941E+03  8.458895E+01  4.264924E+00  9.459235E+01
  712  1.778750E+00  1.585641E-02  8.002148E+03  8.459024E+01  4.270945E+00  9.429356E+01
  713  1.781250E+00  1.595716E-02  7.951746E+03  8.459153E+01  4.276965E+00  9.399613E+01
  714  1.783750E+00  1.605841E-02  7.901732E+03  8.459283E+01  4.282986E+00  9.370006E+01
  715  1.786250E+00  1.616016E-02  7.852101E+03  8.459414E+01  4.289007E+00  9.340534E+01
  716  1.788750E+00  1.626241E-02  7.802852E+03  8.459547E+01  4.295028E+00  9.311195E+01
  717  1.791250E+00  1.636517E-02  7.753980E+03  8.459680E+01  4.301050E+00  9.281989E+01
  718  1.793750E+00  1.646844E-02  7.705481E+03  8.459814E+01  4.307071E+00  9.252916E+01
  719  1.796250E+00  1.657221E-02  7.657353E+03  8.459950E+01  4.313093E+00  9.223974E+01
  720  1.798750E+00  1.667649E-02  7.609592E+03  8.460086E+01  4.319115E+00  9.195163E+01
  721  1.801250E+00  1.678129E-02  7.562194E+03  8.460223E+01  4.325137E+00  9.166481E+01
  722  1.803750E+00  1.688660E-02  7.515157E+03  8.460362E+01  4.331159E+00  9.137929E+01
  723  1.806250E+00  1.699242E-02  7.468478E+03  8.460502E+01  4.337182E+00  9.109505E+01
  724  1.808750E+00  1.709877E-02  7.422152E+03  8.460642E+01  4.343205E+00  9.081209E+01
  725  1.811250E+00  1.720563E-02  7.376177E+03  8.460784E+01  4.349228E+00  9.053039E+01
  726  1.813750E+00  1.731301E-02  7.330550E+03  8.460927E+01  4.355251E+00  9.024996E+01
  727  1.816250E+00  1.742092E-02  7.285268E+03  8.461071E+01  4.361274E+00  8.997078E+01
  728  1.818750E+00  1.752935E-02  7.240327E+03  8.461216E+01  4.367298E+00  8.969285E+01
  729  1.821250E+00  1.763831E-02  7.195724E+03  8.461362E+01  4.373322E+00  8.941616E+01
  730  1.823750E+00  1.774780E-02  7.151458E+03  8.461509E+01  4.379346E+00  8.914070E+01
  731  1.826250E+00  1.785782E-02  7.107523E+03  8.461657E+01  4.385370E+00  8.886646E+01
  732  1.828750E+00  1.796837E-02  7.063919E+03  8.461807E+01  4.391394E+00  8.859344E+01
  733  1.831250E+00  1.807946E-02  7.020641E+03  8.461957E+01  4.397419E+00  8.832164E+01
  734  1.833750E+00  1.819108E-02  6.977686E+03  8.462109E+01  4.403444E+00  8.805103E+01
  735  1.836250E+00  1.830324E-02  6.935053E+03  8.462262E+01  4.409469E+00  8.778163E+01
  736  1.838750E+00  1.841594E-02  6.892738E+03  8.462416E+01  4.415494E+00  8.751341E+01
  737  1.841250E+00  1.852918E-02  6.850738E+03  8.462571E+01  4.421520E+00  8.724638E+01
  738  1.843750E+00  1.864297E-02  6.809050E+03  8.462727E+01  4.427546E+00  8.698052E+01
  739  1.846250E+00  1.875730E-02  6.767672E+03  8.462885E+01  4.433572E+00  8.671584E+01
  740  1.848750E+00  1.887218E-02  6.726602E+03  8.463043E+01  4.439598E+00  8.645231E+01
  741  1.851250E+00  1.898761E-02  6.685836E+03  8.463203E+01  4.445624E+00  8.618994E+01
  742  1.853750E+00  1.910359E-02  6.645371E+03  8.463364E+01  4.451651E+00  8.592872E+01
  743  1.856250E+00  1.922013E-02  6.605205E+03  8.463527E+01  4.457678E+00  8.566865E+01
  744  1.858750E+00  1.933722E-02  6.565336E+03  8.463690E+01  4.463705E+00  8.540971E+01
  745  1.861250E+00  1.945487E-02  6.525761E+03  8.463855E+01  4.469733E+00  8.515190E+01
  746  1.863750E+00  1.957308E-02  6.486477E+03  8.464021E+01  4.475760E+00  8.489521E+01
  747  1.866250E+00  1.969184E-02  6.447482E+03  8.464188E+01  4.481788E+00  8.463964E+01
  748  1.868750E+00  1.981118E-02  6.408774E+03  8.464356E+01  4.487816E+00  8.438519E+01
  749  1.871250E+00  1.993107E-02  6.370349E+03  8.464526E+01  4.493845E+00  8.413183E+01
  750  1.873750E+00  2.005154E-02  6.332205E+03  8.464697E+01  4.499873E+00  8.387958E+01
  751  1.876250E+00  2.017257E-02  6.294341E+03  8.464869E+01  4.505902E+00  8.362841E+01
  752  1.878750E+00  2.029418E-02  6.256752E+03  8.465043E+01  4.511931E+00  8.337834E+01
  753  1.881250E+00  2.041635E-02  6.219438E+03  8.465217E+01  4.517961E+00  8.312934E+01
  754  1.883750E+00  2.053911E-02  6.182396E+03  8.465393E+01  4.523990E+00  8.288142E+01
  755  1.886250E+00  2.066244E-02  6.145623E+03  8.465571E+01  4.530020E+00  8.263456E+01
  756  1.888750E+00  2.078635E-02  6.109118E+03  8.465749E+01  4.536050E+00  8.238876E+01
  757  1.891250E+00  2.091084E-02  6.072877E+03  8.465929E+01  4.542081E+00  8.214403E+01
  758  1.893750E+00  2.103591E-02  6.036899E+03  8.466111E+01  4.548111E+00  8.190034E+01
  759  1.896250E+00  2.116157E-02  6.001181E+03  8.466293E+01  4.554142E+00  8.165769E+01
  760  1.898750E+00  2.128781E-02  5.965721E+03  8.466477E+01  4.560174E+00  8.141608E+01
  761  1.901250E+00  2.141465E-02  5.930517E+03  8.466662E+01  4.566205E+00  8.117551E+01
  762  1.903750E+00  2.154207E-02  5.895567E+03  8.466849E+01  4.572237E+00  8.093596E+01
  763  1.906250E+00  2.167009E-02  5.860868E+03  8.467037E+01  4.578269E+00  8.069743E+01
  764  1.908750E+00  2.179871E-02  5.826419E+03  8.467226E+01  4.584301E+00  8.045992E+01
  765  1.911250E+00  2.192792E-02  5.792217E+03  8.467417E+01  4.590334E+00  8.022341E+01
  766  1.913750E+00  2.205773E-02  5.758260E+03  8.467609E+01  4.596366E+00  7.998792E+01
  767  1.916250E+00  2.218814E-02  5.724546E+03  8.467802E+01  4.602400E+00  7.975341E+01
  768  1.918750E+00  2.231916E-02  5.691074E+03  8.467997E+01  4.608433E+00  7.951991E+01
  769  1.921250E+00  2.245078E-02  5.657840E+03  8.468194E+01  4.614467E+00  7.928738E+01
  770  1.923750E+00  2.258300E-02  5.624844E+03  8.468391E+01  4.620501E+00  7.905585E+01
  771  1.926250E+00  2.271584E-02  5.592083E+03  8.468590E+01  4.626535E+00  7.882528E+01
  772  1.928750E+00  2.284929E-02  5.559554E+03  8.468791E+01  4.632570E+00  7.859569E+01
  773  1.931250E+00  2.298335E-02  5.527257E+03  8.468993E+01  4.638604E+00  7.836706E+01
  774  1.933750E+00  2.311803E-02  5.495189E+03  8.469196E+01  4.644640E+00  7.813940E+01
  775  1.936250E+00  2.325333E-02  5.463348E+03  8.469401E+01  4.650675E+00  7.791269E+01
  776  1.938750E+00  2.338924E-02  5.431733E+03  8.469608E+01  4.656711E+00  7.768693E+01
  777  1.941250E+00  2.352578E-02  5.400341E+03  8.469816E+01  4.662747E+00  7.746211E+01
  778  1.943750E+00  2.366294E-02  5.369171E+03  8.470025E+01  4.668783E+00  7.723824E+01
  779  1.946250E+00  2.380073E-02  5.338220E+03  8.470236E+01  4.674820E+00  7.701529E+01
  780  1.948750E+00  2.393915E-02  5.307487E+03  8.470448E+01  4.680857E+00  7.679328E+01
  781  1.951250E+00  2.407819E-02  5.276971E+03  8.470662E+01  4.686894E+00  7.657219E+01
  782  1.953750E+00  2.421787E-02  5.246669E+03  8.470877E+01  4.692932E+00  7.635203E+01
  783  1.956250E+00  2.435819E-02  5.216579E+03  8.471094E+01  4.698969E+00  7.613277E+01
  784  1.958750E+00  2.449914E-02  5.186700E+03  8.471313E+01  4.705008E+00  7.591443E+01
  785  1.961250E+00  2.464073E-02  5.157030E+03  8.471533E+01  4.711046E+00  7.569699E+01
  786  1.963750E+00  2.478296E-02  5.127568E+03  8.471754E+01  4.717085E+00  7.548044E+01
  787  1.966250E+00  2.492584E-02  5.098311E+03  8.471977E+01  4.723124E+00  7.526480E+01
  788  1.968750E+00  2.506936E-02  5.069258E+03  8.472202E+01  4.729164E+00  7.505004E+01
  789  1.971250E+00  2.521352E-02  5.040407E+03  8.472428E+01  4.735203E+00  7.483617E+01
  790  1.973750E+00  2.535834E-02  5.011757E+03  8.472656E+01  4.741244E+00  7.462318E+01
  791  1.976250E+00  2.550381E-02  4.983306E+03  8.472886E+01  4.747284E+00  7.441106E+01
  792  1.978750E+00  2.564993E-02  4.955052E+03  8.473117E+01  4.753325E+00  7.419982E+01
  793  1.981250E+00  2.579671E-02  4.926994E+03  8.473349E+01  4.759366E+00  7.398944E+01
  794  1.983750E+00  2.594415E-02  4.899130E+03  8.473584E+01  4.765408E+00  7.377992E+01
  795  1.986250E+00  2.609225E-02  4.871458E+03  8.473820E+01  4.771449E+00  7.357127E+01
  796  1.988750E+00  2.624101E-02  4.843977E+03  8.474057E+01  4.777492E+00  7.336346E+01
  797  1.991250E+00  2.639044E-02  4.816686E+03  8.474296E+01  4.783534E+00  7.315650E+01
  798  1.993750E+00  2.654053E-02  4.789583E+03  8.474537E+01  4.789577E+00  7.295038E+01
  799  1.996250E+00  2.669129E-02  4.762665E+03  8.474780E+01  4.795620E+00  7.274511E+01
  800  1.998750E+00  2.684273E-02  4.735933E+03  8.475024E+01  4.801664E+00  7.254066E+01
  801  2.001250E+00  2.699484E-02  4.709384E+03  8.475270E+01  4.807708E+00  7.233705E+01
  802  2.003750E+00  2.714762E-02  4.683017E+03  8.475518E+01  4.813752E+00  7.213426E+01
  803  2.006250E+00  2.730108E-02  4.656830E+03  8.475767E+01  4.819797E+00  7.193230E+01
  804  2.008750E+00  2.745523E-02  4.630822E+03  8.476019E+01  4.825842E+00  7.173115E+01
  805  2.011250E+00  2.761005E-02  4.604992E+03  8.476271E+01  4.831887E+00  7.153081E+01
  806  2.013750E+00  2.776557E-02  4.579337E+03  8.476526E+01  4.837933E+00  7.133129E+01
  807  2.016250E+00  2.792176E-02  4.553857E+03  8.476782E+01  4.843979E+00  7.113256E+01
  808  2.018750E+00  2.807865E-02  4.528551E+03  8.477041E+01  4.850025E+00  7.093464E+01
  809  2.021250E+00  2.823623E-02  4.503416E+03  8.477300E+01  4.856072E+00  7.073751E+01
  810  2.023750E+00  2.839451E-02  4.478452E+03  8.477562E+01  4.862120E+00  7.054117E+01
  811  2.026250E+00  2.855348E-02  4.453656E+03  8.477826E+01  4.868167E+00  7.034563E+01
  812  2.028750E+00  2.871315E-02  4.429029E+03  8.478091E+01  4.874215E+00  7.015086E+01
  813  2.031250E+00  2.887352E-02  4.404568E+03  8.478358E+01  4.880264E+00  6.995687E+01
  814  2.033750E+00  2.903459E-02  4.380272E+03  8.478627E+01  4.886312E+00  6.976366E+01
  815  2.036250E+00  2.919637E-02  4.356139E+03  8.478898E+01  4.892362E+00  6.957122E+01
  816  2.038750E+00  2.935886E-02  4.332169E+03  8.479170E+01  4.898411E+00  6.937955E+01
  817  2.041250E+00  2.952206E-02  4.308361E+03  8.479445E+01  4.904461E+00  6.918864E+01
  818  2.043750E+00  2.968597E-02  4.284712E+03  8.479721E+01  4.910511E+00  6.899848E+01
