6.900000e-01 0.000000e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 7.853982e-02 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.570796e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 2.356194e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 3.141593e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 3.926991e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 4.712389e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 5.497787e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 6.283185e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 7.068583e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 7.853982e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 8.639380e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 9.424778e-01 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.021018e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.099557e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.178097e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.256637e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.335177e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.413717e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.492257e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
6.900000e-01 1.570796e+00 3.361509e+00 3.361545e+00 -6.293802e-01 0.000000e+00
8.800000e-01 0.000000e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 7.853982e-02 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.570796e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 2.356194e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 3.141593e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 3.926991e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 4.712389e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 5.497787e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 6.283185e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 7.068583e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 7.853982e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 8.639380e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 9.424778e-01 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.021018e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.099557e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.178097e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.256637e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.335177e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.413717e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.492257e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
8.800000e-01 1.570796e+00 2.768888e+00 2.768912e+00 -5.213844e-01 0.000000e+00
1.070000e+00 0.000000e+00 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
1.070000e+00 7.853982e-02 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
1.070000e+00 1.570796e-01 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
1.070000e+00 2.356194e-01 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
1.070000e+00 3.141593e-01 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
1.070000e+00 3.926991e-01 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
1.070000e+00 4.712389e-01 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
1.070000e+00 5.497787e-01 2.343984e+00 2.344001e+00 -4.041857e-01 0.000000e+00
