0.000000E+00  5.329193E-21  8.071246E+01  3.339154E-04
1.600000E-01  3.108768E-07  8.444949E+01  3.840000E-01
3.200000E-01  7.034339E-06  8.444949E+01  7.680000E-01
4.800000E-01  4.361482E-05  8.444952E+01  1.152000E+00
6.400000E-01  1.591692E-04  8.444968E+01  1.536001E+00
8.000000E-01  4.344671E-04  8.445027E+01  1.920005E+00
9.600000E-01  9.869168E-04  8.445205E+01  2.304019E+00
1.120000E+00  1.974973E-03  8.445644E+01  2.688061E+00
1.280000E+00  3.602206E-03  8.446605E+01  3.072165E+00
1.440000E+00  6.121270E-03  8.448511E+01  3.456399E+00
1.600000E+00  9.838061E-03  8.452016E+01  3.840879E+00
1.760000E+00  1.511654E-02  8.458086E+01  4.225796E+00
1.920000E+00  2.238489E-02  8.468095E+01  4.611450E+00
2.080000E+00  3.214419E-02  8.483945E+01  4.998288E+00
2.240000E+00  4.498111E-02  8.508207E+01  5.386963E+00
2.400000E+00  6.158720E-02  8.544306E+01  5.778395E+00
2.560000E+00  8.278845E-02  8.596759E+01  6.173851E+00
2.720000E+00  1.095906E-01  8.671484E+01  6.575041E+00
2.880000E+00  1.432487E-01  8.776249E+01  6.984227E+00
3.040000E+00  1.853745E-01  8.921295E+01  7.404352E+00
3.200000E+00  2.381028E-01  9.120266E+01  7.839177E+00
3.360000E+00  3.043529E-01  9.391613E+01  8.293432E+00
3.520000E+00  3.882454E-01  9.760739E+01  8.772936E+00
3.680000E+00  4.957805E-01  1.026337E+02  9.284677E+00
3.840000E+00  6.359663E-01  1.095090E+02  9.836743E+00
4.000000E+00  8.227408E-01  1.189898E+02  1.043801E+01
4.160000E+00  1.078334E+00  1.322169E+02  1.109740E+01
4.320000E+00  1.439322E+00  1.509527E+02  1.182265E+01
4.480000E+00  1.967903E+00  1.779936E+02  1.261856E+01
4.640000E+00  2.773843E+00  2.179197E+02  1.348534E+01
4.800000E+00  1.000000E+00  1.000000E-05  0.000000E+00
4.960000E+00  1.000000E+00  1.000000E-05  0.000000E+00
5.120000E+00  1.000000E+00  1.000000E-05  0.000000E+00
5.280000E+00  1.000000E+00  1.000000E-05  0.000000E+00
5.440000E+00  1.000000E+00  1.000000E-05  0.000000E+00
5.600000E+00  1.000000E+00  1.000000E-05  0.000000E+00
5.760000E+00  1.000000E+00  1.000000E-05  0.000000E+00
5.920000E+00  1.000000E+00  1.000000E-05  0.000000E+00
6.080000E+00  1.000000E+00  1.000000E-05  0.000000E+00
6.240000E+00  1.000000E+00  1.000000E-05  0.000000E+00
6.400000E+00  1.000000E+00  1.000000E-05  0.000000E+00
6.560000E+00  1.000000E+00  1.000000E-05  0.000000E+00
6.720000E+00  1.000000E+00  1.000000E-05  0.000000E+00
6.880000E+00  1.000000E+00  1.000000E-05  0.000000E+00
7.040000E+00  1.000000E+00  1.000000E-05  0.000000E+00
7.200000E+00  1.000000E+00  1.000000E-05  0.000000E+00
7.360000E+00  1.000000E+00  1.000000E-05  0.000000E+00
7.520000E+00  1.000000E+00  1.000000E-05  0.000000E+00
7.680000E+00  1.000000E+00  1.000000E-05  0.000000E+00
7.840000E+00  1.000000E+00  1.000000E-05  0.000000E+00
8.000000E+00  1.000000E+00  1.000000E-05  0.000000E+00
