6.250000E-03  1.430568E-13  8.854822E+14  8.444949E+01
1.875000E-02  2.007031E-11  6.311523E+12  8.444949E+01
3.125000E-02  1.999279E-10  6.335995E+11  8.444949E+01
4.375000E-02  9.087609E-10  1.393923E+11  8.444949E+01
5.625000E-02  2.815787E-09  4.498716E+10  8.444949E+01
6.875000E-02  6.946652E-09  1.823529E+10  8.444949E+01
8.125000E-02  1.473172E-08  8.598739E+09  8.444949E+01
9.375000E-02  2.804911E-08  4.516159E+09  8.444949E+01
1.062500E-01  4.926388E-08  2.571341E+09  8.444949E+01
1.187500E-01  8.126427E-08  1.558794E+09  8.444949E+01
1.312500E-01  1.274956E-07  9.935575E+08  8.444949E+01
1.437500E-01  1.919923E-07  6.597883E+08  8.444949E+01
1.562500E-01  2.794078E-07  4.533669E+08  8.444949E+01
1.687500E-01  3.950439E-07  3.206586E+08  8.444949E+01
1.812500E-01  5.448782E-07  2.324817E+08  8.444949E+01
1.937500E-01  7.355904E-07  1.722076E+08  8.444949E+01
2.062500E-01  9.745883E-07  1.299772E+08  8.444949E+01
2.187500E-01  1.270032E-06  9.974098E+07  8.444949E+01
2.312500E-01  1.630858E-06  7.767336E+07  8.444949E+01
2.437500E-01  2.066803E-06  6.128993E+07  8.444949E+01
2.562500E-01  2.588426E-06  4.893871E+07  8.444949E+01
2.687500E-01  3.207130E-06  3.949770E+07  8.444949E+01
2.812500E-01  3.935182E-06  3.219019E+07  8.444949E+01
2.937500E-01  4.785737E-06  2.646912E+07  8.444949E+01
3.062500E-01  5.772857E-06  2.194308E+07  8.444949E+01
3.187500E-01  6.911531E-06  1.832796E+07  8.444949E+01
3.312500E-01  8.217692E-06  1.541482E+07  8.444950E+01
3.437500E-01  9.708242E-06  1.304811E+07  8.444950E+01
3.562500E-01  1.140106E-05  1.111074E+07  8.444950E+01
3.687500E-01  1.331504E-05  9.513620E+06  8.444950E+01
3.812500E-01  1.547009E-05  8.188335E+06  8.444950E+01
3.937500E-01  1.788714E-05  7.081861E+06  8.444950E+01
4.062500E-01  2.058821E-05  6.152757E+06  8.444950E+01
4.187500E-01  2.359637E-05  5.368380E+06  8.444950E+01
4.312500E-01  2.693577E-05  4.702826E+06  8.444951E+01
4.437500E-01  3.063170E-05  4.135398E+06  8.444951E+01
4.562500E-01  3.471054E-05  3.649446E+06  8.444951E+01
4.687500E-01  3.919984E-05  3.231500E+06  8.444952E+01
4.812500E-01  4.412826E-05  2.870593E+06  8.444952E+01
4.937500E-01  4.952569E-05  2.557749E+06  8.444953E+01
5.062500E-01  5.542315E-05  2.285585E+06  8.444953E+01
5.187500E-01  6.185290E-05  2.047993E+06  8.444954E+01
5.312500E-01  6.884840E-05  1.839902E+06  8.444955E+01
5.437500E-01  7.644435E-05  1.657079E+06  8.444956E+01
